County Name,County Code,Region Name,Indicator Number,Indicator,Total Event Counts,Denominator,Denominator Note,Measure Unit,Percentage/Rate,95% CI,Data Comments,Data Years,Data Sources,Quartile,Mapping Distribution,Location
Chemung,7,Finger Lakes,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,69.7,(63.9-75.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,66.3 + : Q4,3,"(42.116644, -76.812331)"
Livingston,24,Finger Lakes,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,61.9,(55.9-67.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(42.763754, -77.765392)"
Monroe,26,Finger Lakes,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,62.6,(57.2-68.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(43.161748, -77.620143)"
Ontario,32,Finger Lakes,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,56.4,(50.3-62.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(42.894571, -77.252045)"
Schuyler,44,Finger Lakes,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,64.9,(59.4-70.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,62.9 - < 66.3 : Q3,2,"(42.38593, -76.872032)"
Seneca,45,Finger Lakes,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,70.5,(64.8-76.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,66.3 + : Q4,3,"(42.833627, -76.82753)"
Steuben,46,Finger Lakes,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,65.9,(60.7-71.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,62.9 - < 66.3 : Q3,2,"(42.270053, -77.324618)"
Wayne,54,Finger Lakes,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,71.7,(67.0-76.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,66.3 + : Q4,3,"(43.144336, -77.117995)"
Yates,57,Finger Lakes,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,65.7,(60.8-70.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,62.9 - < 66.3 : Q3,2,"(42.634338, -77.078311)"
Cayuga,5,Central New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,63.6,(58.2-69.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,62.9 - < 66.3 : Q3,2,"(42.940095, -76.560755)"
Cortland,11,Central New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,60.9,(55.5-66.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(42.597101, -76.143291)"
Herkimer,21,Central New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,61,(55.2-66.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(43.070026, -74.994246)"
Jefferson,22,Central New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,70,(65.4-74.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,66.3 + : Q4,3,"(44.019295, -75.898971)"
Lewis,23,Central New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,66.5,(61.7-71.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,66.3 + : Q4,3,"(43.785537, -75.446296)"
Madison,25,Central New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,59.3,(53.9-64.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(42.986917, -75.720031)"
Oneida,30,Central New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,56.5,(50.5-62.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(43.149482, -75.361773)"
Onondaga,31,Central New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,55.5,(49.9-61.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(43.065629, -76.168033)"
Oswego,35,Central New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,67.9,(63.0-72.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,66.3 + : Q4,3,"(43.39123, -76.31133)"
St. Lawrence,40,Central New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,66.5,(61.3-71.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,66.3 + : Q4,3,"(44.689468, -75.242045)"
Tompkins,50,Central New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,55.1,(49.2-61.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(42.461024, -76.478784)"
Broome,3,New York-Penn,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,63.7,(58.2-69.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,62.9 - < 66.3 : Q3,2,"(42.122015, -75.933191)"
Chenango,8,New York-Penn,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,67.8,(62.5-73.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,66.3 + : Q4,3,"(42.481798, -75.570013)"
Tioga,49,New York-Penn,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,62.1,(56.5-67.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(42.120252, -76.29595)"
Albany,1,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,62.7,(57.4-68.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(42.678066, -73.814233)"
Clinton,9,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,71,(66.0-76.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,66.3 + : Q4,3,"(44.731944, -73.548883)"
Columbia,10,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,57.5,(51.5-63.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(42.276913, -73.682168)"
Delaware,12,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,66.2,(60.9-71.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,62.9 - < 66.3 : Q3,2,"(42.242972, -74.997944)"
Essex,15,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,64.3,(58.7-69.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,62.9 - < 66.3 : Q3,2,"(44.166026, -73.685145)"
Franklin,16,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,69,(62.4-75.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,66.3 + : Q4,3,"(44.705699, -74.340621)"
Fulton,17,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,62.1,(56.4-67.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(43.06014, -74.331296)"
Greene,19,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,60.3,(53.4-67.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(42.298326, -73.973376)"
Hamilton,20,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,68.4,(62.8-74.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,66.3 + : Q4,3,"(43.618468, -74.395268)"
Montgomery,27,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,66,(60.8-71.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,62.9 - < 66.3 : Q3,2,"(42.933637, -74.341972)"
Otsego,36,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,61.8,(56.3-67.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(42.564852, -75.060334)"
Rensselaer,38,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,60.5,(55.2-65.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(42.70098, -73.628669)"
Saratoga,41,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,61,(55.5-66.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(43.00894, -73.786779)"
Schenectady,42,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,66.3,(61.5-71.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,62.9 - < 66.3 : Q3,2,"(42.809233, -73.946838)"
Schoharie,43,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,66,(60.3-71.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,62.9 - < 66.3 : Q3,2,"(42.643426, -74.434606)"
Warren,52,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,62.5,(56.7-68.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(43.403024, -73.716044)"
Washington,53,Northeastern New York,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,67.8,(62.4-73.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,66.3 + : Q4,3,"(43.289513, -73.454761)"
Dutchess,13,Hudson Valley,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,62.6,(57.2-67.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(41.686216, -73.840468)"
Orange,33,Hudson Valley,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,64.4,(59.2-69.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,62.9 - < 66.3 : Q3,2,"(41.422459, -74.241929)"
Putnam,37,Hudson Valley,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,58.3,(52.6-64.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(41.41131, -73.717443)"
Rockland,39,Hudson Valley,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,59.8,(54.4-65.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(41.127287, -74.017033)"
Sullivan,48,Hudson Valley,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,64.6,(59.3-69.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,62.9 - < 66.3 : Q3,2,"(41.705166, -74.711705)"
Ulster,51,Hudson Valley,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,59.6,(53.9-65.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(41.848374, -74.099412)"
Westchester,55,Hudson Valley,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,58.6,(52.9-64.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(41.039278, -73.805386)"
Bronx,58,New York City,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,68,(64.6-71.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,66.3 + : Q4,3,"(40.85589, -73.868294)"
Kings,59,New York City,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,59.3,(56.5-62.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(40.65642, -73.950691)"
New York,60,New York City,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,48.8,(45.4-52.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(40.726966, -74.005966)"
Queens,61,New York City,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,56.4,(53.3-59.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(40.749338, -73.789673)"
Richmond,62,New York City,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,64.9,(59.4-70.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,62.9 - < 66.3 : Q3,2,"(40.566763, -74.148102)"
Nassau,28,Nassau-Suffolk,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,53.2,(47.4-59.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(40.715749, -73.601185)"
Suffolk,47,Nassau-Suffolk,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,59.6,(53.7-65.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 62.9 : Q1 & Q2,1,"(40.820237, -73.119032)"
New York State,999,New York State,g74,Age-adjusted percentage of adults overweight or obese (BMI 25 or higher),,,,Percentage,59.3,(56.8-61.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,,,
Allegany,2,Western New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,30.5,(25.3-35.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,29.8 + : Q4,3,"(42.226801, -78.020567)"
Cattaraugus,4,Western New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,31.7,(26.7-36.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,29.8 + : Q4,3,"(42.224267, -78.606673)"
Chautauqua,6,Western New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,27.4,(22.7-32.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(42.246904, -79.315313)"
Erie,14,Western New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,28,(22.9-33.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(42.888143, -78.795544)"
Genesee,18,Western New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,27.6,(22.5-32.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(43.000121, -78.172679)"
Niagara,29,Western New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,26.6,(21.6-31.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(43.134634, -78.856419)"
Orleans,34,Western New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,29.1,(24.3-33.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(43.248394, -78.218438)"
Wyoming,56,Western New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,31.6,(26.2-37.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,29.8 + : Q4,3,"(42.723641, -78.204473)"
Chemung,7,Finger Lakes,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,30,(24.4-35.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,29.8 + : Q4,3,"(42.116644, -76.812331)"
Livingston,24,Finger Lakes,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,22.7,(18.6-26.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(42.763754, -77.765392)"
Monroe,26,Finger Lakes,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,31.7,(26.3-37.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,29.8 + : Q4,3,"(43.161748, -77.620143)"
Ontario,32,Finger Lakes,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,23.1,(18.5-27.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(42.894571, -77.252045)"
Schuyler,44,Finger Lakes,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,33.5,(28.2-38.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,29.8 + : Q4,3,"(42.38593, -76.872032)"
Seneca,45,Finger Lakes,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,37.5,(31.6-43.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,29.8 + : Q4,3,"(42.833627, -76.82753)"
Steuben,46,Finger Lakes,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,27.6,(22.8-32.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(42.270053, -77.324618)"
Wayne,54,Finger Lakes,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,31.6,(25.9-37.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,29.8 + : Q4,3,"(43.144336, -77.117995)"
Yates,57,Finger Lakes,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,26.2,(21.8-30.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(42.634338, -77.078311)"
Cayuga,5,Central New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,27.6,(22.5-32.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(42.940095, -76.560755)"
Cortland,11,Central New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,29.7,(24.7-34.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(42.597101, -76.143291)"
Herkimer,21,Central New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,29.5,(24.6-34.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(43.070026, -74.994246)"
Jefferson,22,Central New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,31.9,(27.1-36.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,29.8 + : Q4,3,"(44.019295, -75.898971)"
Lewis,23,Central New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,27.8,(23.3-32.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(43.785537, -75.446296)"
Madison,25,Central New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,26.2,(21.8-30.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(42.986917, -75.720031)"
Oneida,30,Central New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,25.7,(21.0-30.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(43.149482, -75.361773)"
Onondaga,31,Central New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,21.1,(17.2-25.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(43.065629, -76.168033)"
Oswego,35,Central New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,32,(27.2-36.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,29.8 + : Q4,3,"(43.39123, -76.31133)"
St. Lawrence,40,Central New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,29.3,(24.6-34.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(44.689468, -75.242045)"
Tompkins,50,Central New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,20,(15.4-24.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(42.461024, -76.478784)"
Broome,3,New York-Penn,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,24.9,(20.2-29.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(42.122015, -75.933191)"
Chenango,8,New York-Penn,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,34.9,(29.3-40.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,29.8 + : Q4,3,"(42.481798, -75.570013)"
Tioga,49,New York-Penn,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,24.1,(19.6-28.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(42.120252, -76.29595)"
Albany,1,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,21.7,(17.6-25.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(42.678066, -73.814233)"
Clinton,9,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,33,(27.4-38.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,29.8 + : Q4,3,"(44.731944, -73.548883)"
Columbia,10,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,22.4,(17.8-26.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(42.276913, -73.682168)"
Delaware,12,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,27.5,(22.8-32.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(42.242972, -74.997944)"
Essex,15,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,24.9,(19.6-30.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(44.166026, -73.685145)"
Franklin,16,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,36.5,(30.5-42.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,29.8 + : Q4,3,"(44.705699, -74.340621)"
Fulton,17,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,27.1,(22.1-32.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(43.06014, -74.331296)"
Greene,19,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,22.6,(17.9-27.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(42.298326, -73.973376)"
Hamilton,20,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,24.1,(18.8-29.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(43.618468, -74.395268)"
Montgomery,27,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,31,(25.6-36.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,29.8 + : Q4,3,"(42.933637, -74.341972)"
